time,wx (rad/s),wy (rad/s),wz (rad/s)
30.601,-0.46,0.35,-0.11
30.605,-0.44,0.34,-0.11
30.607,-0.43,0.33,-0.11
30.61,-0.41,0.33,-0.11
30.612,-0.4,0.35,-0.13
30.614,-0.4,0.39,-0.16
30.617,-0.4,0.43,-0.18
30.62,-0.39,0.49,-0.2
30.623,-0.4,0.53,-0.21
30.629,-0.41,0.56,-0.22
30.63,-0.42,0.58,-0.22
30.63,-0.44,0.6,-0.21
30.632,-0.46,0.6,-0.2
30.635,-0.48,0.61,-0.19
30.635,-0.49,0.62,-0.18
30.665,-0.49,0.62,-0.17
30.667,-0.49,0.61,-0.17
30.668,-0.49,0.6,-0.16
30.668,-0.48,0.6,-0.15
30.669,-0.47,0.6,-0.15
30.669,-0.46,0.59,-0.14
30.67,-0.45,0.59,-0.14
30.67,-0.46,0.59,-0.14
30.671,-0.45,0.6,-0.14
30.672,-0.46,0.6,-0.14
30.672,-0.47,0.61,-0.15
30.673,-0.48,0.61,-0.16
30.673,-0.49,0.61,-0.17
30.674,-0.51,0.6,-0.19
30.674,-0.52,0.6,-0.2
30.678,-0.54,0.58,-0.22
30.678,-0.56,0.57,-0.24
30.68,-0.57,0.56,-0.26
30.681,-0.59,0.55,-0.28
30.683,-0.61,0.54,-0.3
30.687,-0.63,0.54,-0.33
30.689,-0.64,0.53,-0.35
30.692,-0.65,0.52,-0.39
30.694,-0.66,0.51,-0.42
30.696,-0.67,0.51,-0.46
30.699,-0.67,0.51,-0.5
30.701,-0.69,0.51,-0.55
30.704,-0.7,0.51,-0.6
30.709,-0.71,0.51,-0.66
30.71,-0.71,0.51,-0.71
30.71,-0.72,0.5,-0.77
30.712,-0.73,0.5,-0.83
30.717,-0.74,0.5,-0.9
30.717,-0.75,0.5,-0.96
30.72,-0.75,0.51,-1.03
30.75,-0.75,0.52,-1.09
30.751,-0.75,0.53,-1.15
30.751,-0.74,0.54,-1.22
30.751,-0.74,0.54,-1.28
30.752,-0.75,0.54,-1.35
30.752,-0.75,0.54,-1.41
30.752,-0.76,0.54,-1.46
30.752,-0.76,0.53,-1.51
30.752,-0.75,0.53,-1.55
30.753,-0.75,0.54,-1.57
30.753,-0.74,0.54,-1.6
30.753,-0.73,0.54,-1.62
30.754,-0.72,0.54,-1.64
30.754,-0.72,0.54,-1.66
30.758,-0.71,0.55,-1.68
30.758,-0.71,0.56,-1.7
30.761,-0.69,0.58,-1.72
30.763,-0.68,0.6,-1.73
30.765,-0.67,0.61,-1.75
30.768,-0.67,0.62,-1.75
30.77,-0.66,0.64,-1.76
30.775,-0.66,0.66,-1.77
30.775,-0.65,0.67,-1.77
30.778,-0.65,0.69,-1.77
30.78,-0.64,0.7,-1.78
30.783,-0.64,0.7,-1.78
30.786,-0.65,0.7,-1.79
30.788,-0.65,0.7,-1.79
30.791,-0.65,0.69,-1.8
30.794,-0.66,0.69,-1.8
30.794,-0.66,0.68,-1.81
30.798,-0.66,0.66,-1.82
30.801,-0.66,0.65,-1.83
30.802,-0.66,0.63,-1.85
30.804,-0.66,0.61,-1.86
30.807,-0.65,0.59,-1.88
30.81,-0.65,0.57,-1.9
30.813,-0.65,0.55,-1.92
30.814,-0.65,0.53,-1.95
30.816,-0.64,0.52,-1.97
30.819,-0.64,0.49,-2
30.822,-0.64,0.48,-2.03
30.826,-0.65,0.46,-2.07
30.826,-0.64,0.46,-2.1
30.828,-0.64,0.45,-2.13
30.832,-0.64,0.45,-2.16
30.834,-0.64,0.44,-2.19
30.836,-0.64,0.44,-2.22
30.838,-0.64,0.43,-2.24
30.841,-0.63,0.43,-2.26
30.842,-0.63,0.43,-2.28
30.846,-0.63,0.44,-2.3
30.849,-0.63,0.45,-2.31
30.851,-0.63,0.46,-2.32
30.853,-0.62,0.49,-2.33
30.853,-0.62,0.5,-2.34
30.861,-0.62,0.53,-2.35
30.862,-0.62,0.56,-2.35
30.863,-0.61,0.6,-2.36
30.863,-0.6,0.64,-2.36
30.866,-0.58,0.69,-2.36
30.87,-0.56,0.73,-2.36
30.871,-0.56,0.74,-2.37
30.895,-0.58,0.72,-2.38
30.895,-0.6,0.68,-2.39
30.896,-0.6,0.65,-2.39
30.896,-0.58,0.64,-2.37
30.896,-0.51,0.64,-2.35
30.896,-0.42,0.64,-2.34
30.896,-0.32,0.63,-2.34
30.897,-0.22,0.62,-2.35
30.897,-0.14,0.61,-2.37
30.897,-0.1,0.65,-2.39
30.897,-0.11,0.72,-2.42
30.9,-0.13,0.85,-2.45
30.902,-0.19,1.02,-2.48
30.906,-0.24,1.2,-2.51
30.908,-0.3,1.38,-2.54
30.911,-0.34,1.54,-2.58
30.912,-0.36,1.68,-2.61
30.914,-0.37,1.8,-2.64
30.918,-0.37,1.91,-2.67
30.921,-0.35,2.03,-2.68
30.922,-0.32,2.17,-2.69
30.924,-0.28,2.33,-2.68
30.928,-0.26,2.5,-2.68
30.93,-0.23,2.67,-2.66
30.933,-0.21,2.85,-2.65
30.933,-0.21,3,-2.64
30.938,-0.21,3.13,-2.63
30.941,-0.24,3.22,-2.64
30.944,-0.29,3.26,-2.64
30.944,-0.37,3.24,-2.66
30.946,-0.48,3.14,-2.69
30.949,-0.61,2.98,-2.72
30.951,-0.76,2.78,-2.76
30.955,-0.94,2.53,-2.8
30.959,-1.14,2.27,-2.84
30.96,-1.32,2,-2.86
30.96,-1.48,1.76,-2.87
30.963,-1.59,1.56,-2.87
30.967,-1.64,1.42,-2.84
30.97,-1.63,1.35,-2.8
30.97,-1.59,1.32,-2.76
30.976,-1.51,1.3,-2.72
30.976,-1.41,1.27,-2.7
30.979,-1.32,1.25,-2.69
30.981,-1.21,1.24,-2.68
30.982,-1.11,1.25,-2.67
30.986,-1,1.28,-2.65
30.988,-0.89,1.32,-2.63
30.991,-0.78,1.37,-2.59
30.994,-0.68,1.43,-2.55
30.994,-0.59,1.46,-2.5
30.997,-0.51,1.49,-2.44
31,-0.44,1.5,-2.38
31.004,-0.38,1.5,-2.33
31.005,-0.34,1.5,-2.27
31.011,-0.3,1.49,-2.2
31.011,-0.29,1.5,-2.13
31.012,-0.29,1.49,-2.05
31.014,-0.31,1.49,-1.97
31.016,-0.36,1.48,-1.88
31.018,-0.43,1.46,-1.8
31.02,-0.52,1.43,-1.71
31.048,-0.62,1.4,-1.63
31.049,-0.72,1.37,-1.54
31.049,-0.82,1.34,-1.47
31.049,-0.91,1.33,-1.39
31.049,-0.98,1.33,-1.32
31.049,-1.04,1.33,-1.25
31.05,-1.09,1.35,-1.18
31.05,-1.12,1.37,-1.12
31.05,-1.14,1.4,-1.07
31.05,-1.13,1.44,-1.01
31.05,-1.11,1.5,-0.96
31.05,-1.06,1.57,-0.9
31.053,-0.98,1.65,-0.84
31.053,-0.88,1.75,-0.77
31.058,-0.77,1.84,-0.7
31.06,-0.64,1.93,-0.63
31.063,-0.5,2.02,-0.56
31.065,-0.35,2.09,-0.47
31.067,-0.2,2.16,-0.39
31.069,-0.06,2.2,-0.29
31.071,0.09,2.24,-0.18
31.075,0.23,2.26,-0.07
31.077,0.36,2.27,0.07
31.077,0.48,2.28,0.21
31.083,0.6,2.29,0.37
31.083,0.7,2.3,0.53
31.087,0.8,2.31,0.7
31.096,0.89,2.33,0.87
31.096,0.96,2.34,1.03
31.097,1.02,2.35,1.18
31.097,1.08,2.36,1.32
31.099,1.13,2.36,1.45
31.101,1.18,2.36,1.58
31.102,1.21,2.34,1.69
31.104,1.25,2.32,1.79
31.14,1.28,2.28,1.88
31.141,1.31,2.23,1.96
31.141,1.33,2.17,2.03
31.141,1.34,2.1,2.09
31.142,1.36,2.01,2.14
31.142,1.36,1.9,2.19
31.142,1.36,1.77,2.22
31.142,1.36,1.63,2.25
31.142,1.35,1.48,2.27
31.142,1.35,1.32,2.29
31.143,1.35,1.14,2.31
31.143,1.34,0.96,2.33
31.143,1.34,0.78,2.35
31.143,1.34,0.59,2.38
31.143,1.34,0.4,2.42
31.144,1.34,0.2,2.46
31.147,1.35,0.01,2.52
31.149,1.36,-0.18,2.57
31.149,1.37,-0.37,2.64
31.153,1.39,-0.56,2.71
31.155,1.41,-0.74,2.79
31.161,1.43,-0.91,2.87
31.162,1.45,-1.08,2.95
31.163,1.48,-1.23,3.04
31.165,1.51,-1.38,3.13
31.167,1.54,-1.51,3.21
31.171,1.57,-1.63,3.3
31.173,1.6,-1.73,3.38
31.175,1.62,-1.83,3.46
31.178,1.65,-1.91,3.54
31.18,1.68,-1.99,3.62
31.184,1.7,-2.05,3.7
31.186,1.72,-2.12,3.77
31.188,1.74,-2.18,3.84
31.19,1.75,-2.23,3.9
31.192,1.77,-2.29,3.97
31.195,1.79,-2.33,4.03
31.198,1.8,-2.37,4.1
31.2,1.82,-2.4,4.17
31.2,1.83,-2.44,4.24
31.203,1.84,-2.46,4.31
31.21,1.85,-2.49,4.38
31.212,1.86,-2.51,4.44
31.215,1.87,-2.53,4.51
31.215,1.88,-2.55,4.57
31.215,1.89,-2.58,4.64
31.22,1.9,-2.59,4.71
31.241,1.91,-2.6,4.77
31.242,1.93,-2.61,4.84
31.242,1.94,-2.62,4.9
31.242,1.95,-2.63,4.96
31.242,1.96,-2.64,5.02
31.243,1.97,-2.64,5.08
31.243,1.98,-2.64,5.14
31.243,1.99,-2.64,5.19
31.243,2,-2.63,5.25
31.243,2,-2.62,5.3
31.245,2.01,-2.6,5.35
31.247,2.02,-2.59,5.39
31.249,2.02,-2.57,5.44
31.252,2.03,-2.56,5.49
31.255,2.04,-2.54,5.53
31.258,2.04,-2.54,5.58
31.259,2.04,-2.53,5.62
31.261,2.04,-2.53,5.66
31.263,2.05,-2.52,5.7
31.267,2.05,-2.52,5.74
31.27,2.05,-2.52,5.78
31.271,2.05,-2.51,5.82
31.273,2.04,-2.5,5.85
31.276,2.04,-2.49,5.89
31.279,2.03,-2.47,5.92
31.282,2.02,-2.45,5.96
31.283,2.01,-2.42,5.99
31.286,2,-2.39,6.02
31.288,1.99,-2.35,6.05
31.291,1.98,-2.31,6.08
31.293,1.96,-2.26,6.1
31.296,1.95,-2.21,6.13
31.298,1.93,-2.16,6.15
31.3,1.92,-2.11,6.18
31.303,1.89,-2.06,6.2
31.306,1.87,-2.02,6.23
31.311,1.84,-1.98,6.26
31.311,1.81,-1.95,6.29
31.313,1.78,-1.91,6.32
31.315,1.75,-1.89,6.36
31.317,1.72,-1.87,6.4
31.319,1.69,-1.86,6.44
31.321,1.66,-1.85,6.48
31.345,1.63,-1.87,6.51
31.347,1.6,-1.89,6.55
31.347,1.56,-1.94,6.57
31.348,1.52,-1.99,6.59
31.348,1.47,-2.05,6.59
31.348,1.42,-2.11,6.59
31.348,1.37,-2.17,6.58
31.349,1.32,-2.23,6.56
31.349,1.25,-2.28,6.54
31.349,1.2,-2.32,6.5
31.35,1.13,-2.34,6.45
31.352,1.07,-2.35,6.39
31.352,1,-2.35,6.32
31.355,0.93,-2.32,6.23
31.358,0.86,-2.25,6.12
31.36,0.8,-2.16,6
31.363,0.74,-2.03,5.87
31.365,0.67,-1.88,5.71
31.367,0.6,-1.7,5.54
31.371,0.53,-1.49,5.36
31.372,0.48,-1.26,5.16
31.376,0.42,-1.01,4.96
31.377,0.38,-0.73,4.74
31.38,0.34,-0.46,4.52
31.382,0.32,-0.19,4.29
31.384,0.3,0.06,4.05
31.388,0.28,0.28,3.8
31.391,0.26,0.47,3.54
31.393,0.24,0.62,3.26
31.394,0.22,0.75,2.96
31.396,0.2,0.86,2.66
31.4,0.18,0.95,2.34
31.403,0.16,1.04,2.01
31.405,0.13,1.11,1.66
31.407,0.09,1.17,1.31
31.408,0.04,1.2,0.96
31.412,-0.01,1.21,0.62
31.415,-0.05,1.19,0.28
31.415,-0.1,1.15,-0.05
31.418,-0.16,1.08,-0.35
31.421,-0.24,0.98,-0.64
31.425,-0.32,0.86,-0.9
31.428,-0.42,0.72,-1.15
31.428,-0.54,0.57,-1.38
31.431,-0.68,0.42,-1.6
31.432,-0.82,0.26,-1.81
31.436,-0.96,0.13,-2.01
31.438,-1.1,0,-2.21
31.445,-1.23,-0.12,-2.42
31.446,-1.34,-0.23,-2.61
31.446,-1.41,-0.35,-2.81
31.449,-1.46,-0.46,-2.99
31.45,-1.47,-0.56,-3.15
31.451,-1.46,-0.64,-3.3
31.453,-1.42,-0.71,-3.43
31.479,-1.37,-0.77,-3.53
31.48,-1.29,-0.81,-3.61
31.48,-1.21,-0.83,-3.67
31.48,-1.13,-0.84,-3.7
31.48,-1.04,-0.83,-3.69
31.48,-0.94,-0.8,-3.64
31.481,-0.82,-0.75,-3.54
31.481,-0.66,-0.65,-3.36
31.482,-0.47,-0.5,-3.09
31.482,-0.2,-0.25,-2.7
31.482,0.22,0.18,-2.17
31.483,0.77,0.84,-1.48
31.486,1.3,1.52,-0.73
31.487,1.61,1.86,-0.07
31.49,1.71,1.73,0.38
31.492,1.68,1.18,0.58
31.495,1.55,0.4,0.52
31.497,1.24,-0.33,0.23
31.5,0.68,-0.8,-0.27
31.503,-0.01,-1.1,-0.91
31.504,-0.6,-1.43,-1.55
31.508,-1.01,-1.76,-2.1
31.512,-1.33,-2.02,-2.55
31.512,-1.62,-2.23,-2.92
31.514,-1.86,-2.46,-3.22
31.517,-2.06,-2.7,-3.48
31.521,-2.21,-2.96,-3.7
31.522,-2.32,-3.21,-3.92
31.525,-2.43,-3.46,-4.11
31.526,-2.52,-3.66,-4.26
31.529,-2.57,-3.78,-4.34
31.532,-2.6,-3.83,-4.35
31.535,-2.57,-3.8,-4.28
31.535,-2.49,-3.71,-4.13
31.538,-2.38,-3.59,-3.92
31.541,-2.24,-3.5,-3.67
31.544,-2.09,-3.46,-3.41
31.546,-1.94,-3.5,-3.16
31.548,-1.81,-3.63,-2.93
31.551,-1.69,-3.82,-2.74
31.553,-1.58,-4.03,-2.6
31.556,-1.48,-4.23,-2.5
31.558,-1.38,-4.4,-2.44
31.561,-1.3,-4.52,-2.41
31.564,-1.24,-4.57,-2.4
31.564,-1.17,-4.52,-2.38
31.568,-1.09,-4.36,-2.35
31.571,-0.99,-4.08,-2.31
31.571,-0.89,-3.72,-2.25
31.574,-0.77,-3.29,-2.19
31.576,-0.66,-2.82,-2.12
31.579,-0.55,-2.35,-2.06
31.582,-0.46,-1.9,-2.01
31.584,-0.39,-1.47,-1.98
31.586,-0.37,-1.07,-1.96
31.588,-0.37,-0.69,-1.96
31.595,-0.4,-0.32,-1.94
31.596,-0.47,0.05,-1.92
31.596,-0.56,0.41,-1.88
31.598,-0.66,0.77,-1.81
31.6,-0.76,1.11,-1.73
31.603,-0.87,1.42,-1.63
31.637,-0.97,1.7,-1.52
31.638,-1.07,1.94,-1.41
31.638,-1.16,2.15,-1.29
31.638,-1.24,2.33,-1.18
31.639,-1.31,2.46,-1.06
31.639,-1.37,2.57,-0.95
31.639,-1.41,2.64,-0.85
31.639,-1.44,2.68,-0.76
31.639,-1.45,2.69,-0.68
31.64,-1.45,2.67,-0.61
31.64,-1.44,2.63,-0.54
31.64,-1.42,2.54,-0.49
31.64,-1.38,2.43,-0.45
31.64,-1.33,2.28,-0.41
31.641,-1.27,2.1,-0.36
31.643,-1.19,1.88,-0.32
31.644,-1.11,1.64,-0.28
31.646,-1.03,1.37,-0.24
31.649,-0.95,1.08,-0.19
31.652,-0.88,0.8,-0.14
31.655,-0.82,0.51,-0.1
31.658,-0.77,0.24,-0.08
31.659,-0.73,-0.02,-0.07
31.661,-0.69,-0.26,-0.09
31.664,-0.67,-0.48,-0.12
31.667,-0.65,-0.68,-0.18
31.668,-0.63,-0.84,-0.26
31.671,-0.62,-0.98,-0.35
31.675,-0.61,-1.08,-0.47
31.676,-0.61,-1.16,-0.59
31.68,-0.61,-1.19,-0.72
31.681,-0.61,-1.2,-0.85
31.683,-0.61,-1.18,-0.97
31.685,-0.61,-1.14,-1.07
31.688,-0.6,-1.09,-1.16
31.692,-0.59,-1.02,-1.22
31.692,-0.58,-0.93,-1.27
31.695,-0.56,-0.85,-1.3
31.698,-0.54,-0.75,-1.32
31.701,-0.52,-0.65,-1.31
31.704,-0.5,-0.55,-1.29
31.705,-0.48,-0.46,-1.26
31.712,-0.46,-0.36,-1.21
31.712,-0.45,-0.27,-1.14
31.713,-0.44,-0.18,-1.06
31.715,-0.44,-0.1,-0.96
31.718,-0.45,-0.03,-0.85
31.718,-0.47,0.05,-0.74
31.721,-0.49,0.12,-0.62
31.756,-0.52,0.2,-0.49
31.757,-0.54,0.28,-0.37
31.757,-0.56,0.37,-0.27
31.757,-0.58,0.46,-0.18
31.757,-0.6,0.54,-0.11
31.758,-0.61,0.62,-0.06
31.758,-0.62,0.69,-0.03
31.758,-0.62,0.76,-0.01
31.758,-0.62,0.82,0.01
31.759,-0.62,0.87,0.01
31.759,-0.62,0.92,0
31.759,-0.63,0.94,-0.01
31.759,-0.62,0.95,-0.02
31.759,-0.61,0.94,-0.04
31.759,-0.61,0.9,-0.06
31.76,-0.6,0.83,-0.09
31.763,-0.58,0.76,-0.11
31.763,-0.57,0.67,-0.13
31.767,-0.55,0.58,-0.16
31.769,-0.53,0.49,-0.18
31.775,-0.5,0.4,-0.21
31.776,-0.49,0.32,-0.24
31.776,-0.47,0.25,-0.26
31.779,-0.45,0.19,-0.29
31.781,-0.44,0.14,-0.31
31.784,-0.44,0.09,-0.34
31.787,-0.43,0.06,-0.36
31.788,-0.43,0.03,-0.38
31.791,-0.43,0.01,-0.39
31.795,-0.43,0,-0.41
31.797,-0.43,0,-0.41
31.8,-0.43,0,-0.41
31.8,-0.43,0.01,-0.41
31.803,-0.43,0.02,-0.41
31.805,-0.43,0.04,-0.4
31.809,-0.44,0.06,-0.39
31.811,-0.44,0.09,-0.37
31.814,-0.44,0.12,-0.35
31.816,-0.43,0.15,-0.32
31.818,-0.43,0.19,-0.29
31.821,-0.44,0.23,-0.27
31.824,-0.45,0.27,-0.24
31.825,-0.46,0.32,-0.22
31.827,-0.47,0.37,-0.19
31.829,-0.47,0.42,-0.17
31.834,-0.48,0.47,-0.15
31.836,-0.49,0.52,-0.14
31.836,-0.5,0.55,-0.12
31.839,-0.5,0.57,-0.11
31.843,-0.51,0.58,-0.1
31.845,-0.51,0.57,-0.08
31.848,-0.5,0.56,-0.07
31.848,-0.51,0.55,-0.06
31.852,-0.5,0.55,-0.05
31.854,-0.49,0.54,-0.05
31.86,-0.49,0.53,-0.05
31.861,-0.48,0.53,-0.06
31.861,-0.48,0.53,-0.07
31.863,-0.48,0.53,-0.08
31.865,-0.48,0.53,-0.08
31.868,-0.49,0.53,-0.1
31.872,-0.49,0.53,-0.11
31.873,-0.5,0.54,-0.12
31.899,-0.51,0.54,-0.13
31.9,-0.51,0.55,-0.14
31.9,-0.52,0.56,-0.15
31.9,-0.53,0.56,-0.16
31.901,-0.53,0.56,-0.17
31.901,-0.54,0.56,-0.19
31.901,-0.53,0.56,-0.2
31.901,-0.53,0.56,-0.22
31.901,-0.53,0.56,-0.24
31.901,-0.53,0.57,-0.26
31.902,-0.53,0.56,-0.28
31.902,-0.53,0.56,-0.3
31.905,-0.54,0.56,-0.32
31.909,-0.55,0.57,-0.35
31.91,-0.56,0.57,-0.37
31.911,-0.57,0.58,-0.4
31.913,-0.59,0.58,-0.43
31.917,-0.6,0.58,-0.47
31.92,-0.62,0.58,-0.51
31.92,-0.64,0.57,-0.56
31.925,-0.65,0.57,-0.61
31.926,-0.66,0.56,-0.67
31.93,-0.67,0.54,-0.73
31.932,-0.67,0.53,-0.78
31.934,-0.67,0.5,-0.85
31.935,-0.67,0.47,-0.91
31.938,-0.66,0.44,-0.97
31.941,-0.66,0.4,-1.04
31.943,-0.65,0.37,-1.1
31.945,-0.65,0.33,-1.16
31.948,-0.64,0.3,-1.21
31.95,-0.64,0.28,-1.26
31.953,-0.65,0.26,-1.31
31.955,-0.65,0.24,-1.35
31.958,-0.66,0.23,-1.39
31.959,-0.67,0.23,-1.43
31.962,-0.67,0.23,-1.45
31.966,-0.68,0.25,-1.48
31.969,-0.69,0.27,-1.51
31.969,-0.7,0.3,-1.52
31.972,-0.7,0.33,-1.54
31.974,-0.71,0.36,-1.56
31.977,-0.71,0.39,-1.57
31.979,-0.71,0.43,-1.58
31.981,-0.71,0.46,-1.59
31.984,-0.71,0.49,-1.59
31.987,-0.71,0.51,-1.59
31.995,-0.71,0.53,-1.59
31.996,-0.71,0.55,-1.59
31.996,-0.7,0.56,-1.59
31.996,-0.7,0.56,-1.58
31.998,-0.69,0.57,-1.58
32.001,-0.69,0.58,-1.58
32.002,-0.68,0.58,-1.58
32.007,-0.68,0.58,-1.58
32.008,-0.68,0.57,-1.59
32.031,-0.67,0.57,-1.61
32.032,-0.66,0.55,-1.62
32.032,-0.66,0.54,-1.65
32.032,-0.65,0.51,-1.67
32.032,-0.64,0.49,-1.69
32.032,-0.64,0.47,-1.71
32.033,-0.64,0.44,-1.74
32.033,-0.64,0.42,-1.76
32.033,-0.63,0.38,-1.78
32.033,-0.63,0.35,-1.81
32.033,-0.62,0.33,-1.83
32.037,-0.61,0.3,-1.86
32.04,-0.6,0.27,-1.88
32.041,-0.59,0.25,-1.91
32.044,-0.58,0.23,-1.93
32.046,-0.58,0.22,-1.95
32.049,-0.57,0.21,-1.96
32.051,-0.57,0.21,-1.98
32.053,-0.57,0.21,-2
32.06,-0.57,0.22,-2.01
32.063,-0.56,0.23,-2.02
32.063,-0.56,0.23,-2.04
32.063,-0.56,0.24,-2.05
32.065,-0.56,0.26,-2.07
32.068,-0.56,0.27,-2.08
32.071,-0.56,0.3,-2.1
32.073,-0.56,0.33,-2.11
32.076,-0.56,0.35,-2.12
32.077,-0.56,0.38,-2.14
32.08,-0.56,0.41,-2.15
32.084,-0.56,0.44,-2.16
32.086,-0.57,0.47,-2.18
32.088,-0.57,0.5,-2.19
32.091,-0.58,0.52,-2.2
32.092,-0.58,0.55,-2.22
32.095,-0.58,0.58,-2.23
32.098,-0.58,0.61,-2.24
32.099,-0.57,0.64,-2.26
32.101,-0.57,0.65,-2.27
32.104,-0.57,0.65,-2.29
32.108,-0.58,0.63,-2.3
32.11,-0.59,0.6,-2.31
32.111,-0.59,0.55,-2.32
32.114,-0.57,0.5,-2.32
32.116,-0.54,0.46,-2.32
32.12,-0.48,0.42,-2.32
32.125,-0.43,0.38,-2.33
32.125,-0.38,0.36,-2.35
32.126,-0.34,0.34,-2.39
32.128,-0.32,0.34,-2.43
32.131,-0.33,0.37,-2.48
32.133,-0.35,0.42,-2.52
32.135,-0.4,0.5,-2.56
32.136,-0.45,0.6,-2.6
32.146,-0.51,0.71,-2.63
32.147,-0.57,0.81,-2.66
32.148,-0.62,0.91,-2.69
32.148,-0.66,0.99,-2.71
32.151,-0.68,1.06,-2.74
32.152,-0.7,1.13,-2.76
32.156,-0.7,1.19,-2.79
32.184,-0.7,1.25,-2.81
32.185,-0.7,1.32,-2.84
32.185,-0.69,1.39,-2.85
32.186,-0.68,1.47,-2.88
32.186,-0.66,1.57,-2.89
32.186,-0.64,1.67,-2.91
32.186,-0.62,1.79,-2.93
32.186,-0.6,1.91,-2.94
32.187,-0.58,2.04,-2.96
32.187,-0.57,2.17,-2.98
32.187,-0.56,2.3,-3
32.187,-0.55,2.44,-3.02
32.187,-0.55,2.57,-3.05
32.188,-0.55,2.69,-3.09
32.191,-0.55,2.79,-3.13
32.193,-0.57,2.86,-3.18
32.195,-0.58,2.89,-3.25
32.197,-0.62,2.89,-3.32
32.2,-0.67,2.86,-3.4
32.204,-0.73,2.8,-3.47
32.205,-0.8,2.73,-3.52
32.207,-0.86,2.65,-3.55
32.209,-0.92,2.56,-3.53
32.212,-0.97,2.46,-3.47
32.215,-1.03,2.34,-3.37
32.218,-1.09,2.21,-3.24
32.221,-1.14,2.07,-3.09
32.221,-1.2,1.93,-2.92
32.224,-1.24,1.81,-2.75
32.227,-1.28,1.7,-2.59
32.23,-1.3,1.61,-2.44
32.232,-1.31,1.53,-2.3
32.234,-1.31,1.49,-2.19
32.237,-1.29,1.48,-2.09
32.24,-1.26,1.5,-2.01
32.242,-1.22,1.55,-1.95
32.244,-1.19,1.6,-1.91
32.245,-1.17,1.62,-1.91
32.248,-1.17,1.61,-1.94
32.252,-1.18,1.56,-1.99
32.254,-1.17,1.51,-2.04
32.263,-1.18,1.45,-2.11
32.264,-1.19,1.37,-2.17
32.264,-1.21,1.29,-2.22
32.265,-1.24,1.22,-2.25
32.265,-1.28,1.15,-2.26
32.268,-1.32,1.1,-2.25
32.269,-1.36,1.07,-2.22
32.297,-1.39,1.08,-2.15
32.298,-1.4,1.11,-2.05
32.298,-1.4,1.16,-1.92
32.299,-1.37,1.23,-1.76
32.299,-1.33,1.3,-1.57
32.299,-1.28,1.37,-1.36
32.3,-1.21,1.43,-1.13
32.3,-1.13,1.49,-0.89
32.3,-1.05,1.53,-0.63
32.3,-0.96,1.57,-0.37
32.301,-0.87,1.59,-0.12
32.301,-0.77,1.6,0.14
32.301,-0.69,1.61,0.38
32.304,-0.62,1.61,0.6
32.308,-0.57,1.61,0.8
32.308,-0.52,1.62,0.98
32.311,-0.5,1.64,1.12
32.315,-0.48,1.68,1.25
32.316,-0.49,1.73,1.35
32.318,-0.5,1.78,1.44
32.321,-0.53,1.84,1.51
32.324,-0.56,1.89,1.57
32.326,-0.6,1.93,1.62
32.327,-0.64,1.96,1.66
32.329,-0.68,1.98,1.7
32.332,-0.72,1.99,1.72
32.336,-0.75,1.98,1.75
32.338,-0.77,1.96,1.78
32.343,-0.79,1.93,1.81
32.344,-0.79,1.89,1.85
32.344,-0.78,1.84,1.9
32.348,-0.76,1.78,1.96
32.35,-0.73,1.71,2.02
32.352,-0.7,1.63,2.09
32.354,-0.65,1.55,2.16
32.376,-0.6,1.45,2.24
32.377,-0.55,1.35,2.32
32.377,-0.49,1.24,2.41
32.377,-0.44,1.12,2.5
32.378,-0.39,1,2.58
32.378,-0.33,0.88,2.66
32.378,-0.28,0.76,2.75
32.378,-0.24,0.63,2.83
32.378,-0.2,0.52,2.91
32.378,-0.17,0.41,3
32.38,-0.14,0.31,3.08
32.384,-0.12,0.21,3.16
32.386,-0.09,0.11,3.24
32.388,-0.07,0.03,3.32
32.391,-0.04,-0.06,3.39
32.393,-0.02,-0.15,3.47
32.396,0.02,-0.24,3.55
32.399,0.05,-0.33,3.62
32.399,0.08,-0.41,3.69
32.402,0.11,-0.5,3.76
32.405,0.15,-0.58,3.83
32.408,0.18,-0.67,3.9
32.41,0.22,-0.76,3.96
32.412,0.26,-0.84,4.02
32.414,0.31,-0.93,4.07
32.417,0.35,-1.02,4.12
32.421,0.39,-1.12,4.17
32.423,0.44,-1.21,4.22
32.426,0.49,-1.3,4.27
32.426,0.54,-1.38,4.32
32.43,0.59,-1.46,4.37
32.433,0.65,-1.53,4.42
32.435,0.7,-1.6,4.47
32.436,0.76,-1.66,4.52
32.438,0.82,-1.71,4.58
32.445,0.88,-1.75,4.63
32.445,0.94,-1.79,4.68
32.447,1,-1.82,4.72
32.448,1.06,-1.84,4.77
32.451,1.12,-1.86,4.81
32.453,1.18,-1.88,4.84
32.458,1.23,-1.88,4.87
32.459,1.29,-1.89,4.89
32.46,1.34,-1.88,4.91
32.462,1.39,-1.88,4.92
32.465,1.44,-1.88,4.93
32.47,1.49,-1.87,4.94
32.472,1.53,-1.86,4.94
32.475,1.57,-1.85,4.94
32.476,1.62,-1.83,4.95
32.477,1.66,-1.81,4.95
32.48,1.7,-1.8,4.95
32.482,1.74,-1.77,4.95
32.483,1.79,-1.74,4.96
32.487,1.83,-1.71,4.97
32.488,1.87,-1.68,4.99
32.496,1.92,-1.65,5.01
32.497,1.96,-1.62,5.03
32.498,2,-1.59,5.06
32.498,2.05,-1.55,5.1
